title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,na_sales_proportion,jp_sales_proportion,pal_sales_proportion,other_sales_proportion
Kartia: The Word of Fate,PS,Strategy,Atlus,Atlus Co.,7.9,0.22,0.05,0.12,0.03,0.01,1998-07-31,0.2272727272727273,0.5454545454545454,0.13636363636363635,0.045454545454545456
Galactic Wrestling: Featuring Ultimate Muscle,PS2,Fighting,Bandai,Aki Corporation,7.3,0.22,0.03,0.17,0.02,0.01,2004-06-30,0.13636363636363635,0.7727272727272728,0.09090909090909091,0.045454545454545456
Tropico 3,X360,Strategy,Kalypso,Haemimont Games,7.7,0.22,0.15,0.03,0.02,0.01,2010-02-16,0.6818181818181818,0.13636363636363635,0.09090909090909091,0.045454545454545456
Resident Evil: Revelations,WiiU,Shooter,Capcom,Capcom,7.5,0.22,0.09,0.03,0.08,0.02,2013-05-21,0.40909090909090906,0.13636363636363635,0.36363636363636365,0.09090909090909091
Code Name: S.T.E.A.M.,3DS,Strategy,Nintendo,Intelligent Systems,8.0,0.22,0.14,0.02,0.05,0.02,2015-03-13,0.6363636363636365,0.09090909090909091,0.2272727272727273,0.09090909090909091
Attack on Titan 2,PS4,Action,Koei Tecmo,Omega Force,7.8,0.22,0.09,0.06,0.04,0.03,2018-03-20,0.40909090909090906,0.2727272727272727,0.18181818181818182,0.13636363636363635
Breath of Fire,GBA,Role-Playing,Capcom,Capcom,7.8,0.22,0.11,0.06,0.04,0.0,2001-12-13,0.5,0.2727272727272727,0.18181818181818182,0.0
Hunted: The Demon's Forge,X360,Role-Playing,Bethesda Softworks,InXile Entertainment,6.0,0.22,0.13,0.0,0.07,0.02,2011-05-31,0.5909090909090909,0.0,0.31818181818181823,0.09090909090909091
Radiant Historia: Perfect Chronology,3DS,Role-Playing,Atlus,Atlus,8.1,0.21,0.11,0.06,0.03,0.01,2018-02-13,0.5238095238095238,0.2857142857142857,0.14285714285714285,0.04761904761904762
Vampire Rain,X360,Action,AQ Interactive,Artoon,3.9,0.21,0.18,0.01,0.0,0.02,2007-07-03,0.8571428571428571,0.04761904761904762,0.0,0.09523809523809525
Fate/Extella: The Umbral Star,NS,Action,Xseed Games,Marvelous Entertainment,8.0,0.21,0.1,0.04,0.06,0.02,2017-07-25,0.4761904761904762,0.1904761904761905,0.2857142857142857,0.09523809523809525
Dead to Rights: Retribution,X360,Shooter,Namco Bandai,Volatile Games,5.7,0.21,0.11,0.0,0.08,0.02,2010-04-27,0.5238095238095238,0.0,0.380952380952381,0.09523809523809525
50 Cent: Blood on the Sand,X360,Shooter,THQ,Swordfish Studios,7.3,0.21,0.12,0.0,0.07,0.02,2009-02-24,0.5714285714285714,0.0,0.33333333333333337,0.09523809523809525
Tenchu: Shadow Assassins,Wii,Action,Ubisoft,Acquire,7.0,0.21,0.15,0.03,0.01,0.01,2009-02-05,0.7142857142857143,0.14285714285714285,0.04761904761904762,0.04761904761904762
Final Fight One,GBA,Fighting,Capcom,Capcom,8.2,0.21,0.09,0.08,0.03,0.0,2001-09-26,0.42857142857142855,0.380952380952381,0.14285714285714285,0.0
Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.21,0.12,0.05,0.03,0.01,2009-02-19,0.5714285714285714,0.2380952380952381,0.14285714285714285,0.04761904761904762
Tekken 3D: Prime Edition,3DS,Fighting,Namco Bandai,Namco Bandai Games,6.5,0.21,0.06,0.05,0.08,0.01,2012-02-14,0.2857142857142857,0.2380952380952381,0.380952380952381,0.04761904761904762
Mana Khemia 2: Fall of Alchemy,PS2,Role-Playing,NIS America,Gust,8.2,0.2,0.07,0.05,0.05,0.02,2009-08-25,0.35000000000000003,0.25,0.25,0.09999999999999999
Dead or Alive Paradise,PSP,Misc,Tecmo,Team Ninja,4.5,0.2,0.08,0.07,0.02,0.02,2010-03-30,0.39999999999999997,0.35000000000000003,0.09999999999999999,0.09999999999999999
Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,7.0,0.2,0.04,0.1,0.05,0.02,2014-09-23,0.19999999999999998,0.5,0.25,0.09999999999999999
Kung Fu Rider,PS3,Action,Sony Computer Entertainment,SCE Japan Studio,4.3,0.2,0.06,0.01,0.1,0.04,2010-09-17,0.3,0.049999999999999996,0.5,0.19999999999999998
Earth Defense Force: Insect Armageddon,PS3,Shooter,D3 Publisher,Vicious Cycle,6.6,0.2,0.06,0.08,0.04,0.02,2011-07-05,0.3,0.39999999999999997,0.19999999999999998,0.09999999999999999
DanceMasters,X360,Misc,Konami,GCP1,6.2,0.2,0.15,0.02,0.02,0.01,2010-11-04,0.7499999999999999,0.09999999999999999,0.09999999999999999,0.049999999999999996
Solatorobo: Red the Hunter,DS,Role-Playing,Xseed Games,CyberConnect2,7.6,0.2,0.08,0.07,0.04,0.01,2011-09-27,0.39999999999999997,0.35000000000000003,0.19999999999999998,0.049999999999999996
Dark Messiah of Might and Magic Elements,X360,Role-Playing,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0,0.2,0.16,0.01,0.02,0.02,2008-02-12,0.7999999999999999,0.049999999999999996,0.09999999999999999,0.09999999999999999
Infinite Space,DS,Role-Playing,Sega,PlatinumGames / Nude Maker,7.2,0.2,0.06,0.07,0.05,0.01,2010-03-16,0.3,0.35000000000000003,0.25,0.049999999999999996
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,Role-Playing,Atlus,Quest Corporation,7.6,0.2,0.06,0.09,0.04,0.01,1997-07-31,0.3,0.44999999999999996,0.19999999999999998,0.049999999999999996
Armored Core 4,PS3,Simulation,Sega,From Software,6.6,0.2,0.09,0.09,0.0,0.01,2007-03-20,0.44999999999999996,0.44999999999999996,0.0,0.049999999999999996
Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai,Bandai Namco Games,6.1,0.2,0.12,0.03,0.03,0.02,2009-10-20,0.6,0.15,0.15,0.09999999999999999
Ridge Racer 6,X360,Racing,Namco,Namco,7.9,0.2,0.1,0.07,0.02,0.01,2005-11-17,0.5,0.35000000000000003,0.09999999999999999,0.049999999999999996
Dante's Inferno,PSP,Action,Electronic Arts,Visceral Games,6.6,0.2,0.12,0.01,0.04,0.02,2010-03-02,0.6,0.049999999999999996,0.19999999999999998,0.09999999999999999
No More Heroes: Heroes' Paradise,PS3,Action,Konami,FeelPlus,7.4,0.2,0.1,0.04,0.04,0.02,2011-08-16,0.5,0.19999999999999998,0.19999999999999998,0.09999999999999999
Warriors Orochi,PSP,Action,KOEI,Omega Force / Koei Canada,6.4,0.2,0.02,0.18,0.0,0.0,2008-03-25,0.09999999999999999,0.8999999999999999,0.0,0.0
Pac-Man & Galaga Dimensions,3DS,Action,Namco Bandai,Namco Bandai Games,5.7,0.19,0.1,0.04,0.04,0.01,2011-07-26,0.5263157894736842,0.21052631578947367,0.21052631578947367,0.05263157894736842
Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,Bandai Namco Games,8.1,0.19,0.09,0.01,0.07,0.01,2012-11-18,0.47368421052631576,0.05263157894736842,0.368421052631579,0.05263157894736842
Project X Zone 2,3DS,Role-Playing,Namco Bandai Games,Monolith Soft,6.6,0.19,0.06,0.09,0.04,0.01,2016-02-16,0.3157894736842105,0.47368421052631576,0.21052631578947367,0.05263157894736842
Valkyria Chronicles 4,NS,Strategy,Sega,Sega,8.6,0.19,0.12,0.02,0.04,0.02,2018-09-25,0.631578947368421,0.10526315789473684,0.21052631578947367,0.10526315789473684
Shadows of the Damned,X360,Action,Electronic Arts,Grasshopper Manufacture,7.6,0.19,0.1,0.01,0.06,0.02,2011-06-21,0.5263157894736842,0.05263157894736842,0.3157894736842105,0.10526315789473684
Earth Defense Force: Insect Armageddon,X360,Shooter,D3 Publisher,Vicious Cycle,6.7,0.19,0.1,0.03,0.04,0.01,2011-07-05,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.05263157894736842
Armored Core: For Answer,PS3,Simulation,Ubisoft,From Software,6.1,0.19,0.06,0.1,0.02,0.01,2008-09-16,0.3157894736842105,0.5263157894736842,0.10526315789473684,0.05263157894736842
Samurai Warriors: State of War,PSP,Action,KOEI,Omega Force,6.5,0.19,0.07,0.11,0.0,0.01,2006-03-07,0.368421052631579,0.5789473684210527,0.0,0.05263157894736842
50 Cent: Blood on the Sand,PS3,Shooter,THQ,Swordfish Studios,7.2,0.19,0.1,0.01,0.06,0.03,2009-02-24,0.5263157894736842,0.05263157894736842,0.3157894736842105,0.15789473684210525
Dynasty Warriors Gundam,X360,Action,Namco Bandai,Omega Force,6.0,0.19,0.15,0.02,0.01,0.01,2007-08-28,0.7894736842105263,0.10526315789473684,0.05263157894736842,0.05263157894736842
Dynasty Warriors: Gundam 2,X360,Action,Namco Bandai,Omega Force,5.6,0.19,0.07,0.08,0.03,0.01,2009-04-21,0.368421052631579,0.42105263157894735,0.15789473684210525,0.05263157894736842
Captain Toad: Treasure Tracker,3DS,Puzzle,Nintendo,Nintendo EPD,8.5,0.19,0.06,0.08,0.04,0.01,2018-07-13,0.3157894736842105,0.42105263157894735,0.21052631578947367,0.05263157894736842
Street Fighter 30th Anniversary Collection,NS,Fighting,Capcom,Capcom,8.5,0.19,0.12,0.01,0.04,0.02,2018-05-29,0.631578947368421,0.05263157894736842,0.21052631578947367,0.10526315789473684
Majin and the Forsaken Kingdom,X360,Adventure,Namco Bandai,Game Republic,7.0,0.19,0.14,0.0,0.03,0.01,2010-11-30,0.736842105263158,0.0,0.15789473684210525,0.05263157894736842
Space Invaders Extreme 2,DS,Shooter,Taito,Taito Corporation,8.1,0.19,0.17,0.0,0.01,0.01,2009-10-20,0.8947368421052632,0.0,0.05263157894736842,0.05263157894736842
Disgaea DS,DS,Role-Playing,NIS America,Nippon Ichi Software,8.0,0.18,0.11,0.05,0.01,0.01,2008-09-23,0.6111111111111112,0.2777777777777778,0.05555555555555556,0.05555555555555556
Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.2,0.18,0.04,0.11,0.03,0.01,2009-01-20,0.22222222222222224,0.6111111111111112,0.16666666666666666,0.05555555555555556
Trinity Universe,PS3,Role-Playing,NIS America,Nippon Ichi Software / Gust,6.2,0.18,0.07,0.03,0.06,0.02,2010-06-29,0.38888888888888895,0.16666666666666666,0.3333333333333333,0.11111111111111112
Call of Juarez,X360,Shooter,Ubisoft,Techland,6.9,0.18,0.14,0.0,0.02,0.01,2007-06-07,0.7777777777777779,0.0,0.11111111111111112,0.05555555555555556
Metal Gear Ac!d 2,PSP,Strategy,Konami,Kojima Productions,8.3,0.18,0.11,0.05,0.01,0.01,2006-03-21,0.6111111111111112,0.2777777777777778,0.05555555555555556,0.05555555555555556
Velvet Assassin,X360,Shooter,SouthPeak Interactive,Replay Studios,5.3,0.18,0.14,0.01,0.02,0.01,2009-04-30,0.7777777777777779,0.05555555555555556,0.11111111111111112,0.05555555555555556
Naruto Shippuden: Dragon Blade Chronicles,Wii,Action,Atlus,8ing/Raizing,4.3,0.18,0.11,0.05,0.02,0.01,2010-11-16,0.6111111111111112,0.2777777777777778,0.11111111111111112,0.05555555555555556
Dynasty Warriors: Gundam 3,X360,Action,Tecmo Koei,Omega Force,6.5,0.18,0.11,0.02,0.03,0.01,2011-06-28,0.6111111111111112,0.11111111111111112,0.16666666666666666,0.05555555555555556
The Munchables,Wii,Action,Namco Bandai,Namco Bandai Games,8.0,0.18,0.17,0.0,0.0,0.01,2009-05-26,0.9444444444444445,0.0,0.0,0.05555555555555556
Resident Evil: Revelations,PS4,Action,Capcom,Capcom,7.2,0.18,0.06,0.04,0.06,0.02,2017-08-29,0.3333333333333333,0.22222222222222224,0.3333333333333333,0.11111111111111112
Clock Tower II: The Struggle Within,PS,Adventure,Agetec,Human Entertainment,4.4,0.17,0.02,0.12,0.01,0.01,1999-10-31,0.11764705882352941,0.7058823529411764,0.058823529411764705,0.058823529411764705
Bomberman Land,Wii,Misc,Hudson Soft,Hudson Soft,6.0,0.17,0.11,0.03,0.02,0.01,2008-01-29,0.6470588235294117,0.1764705882352941,0.11764705882352941,0.058823529411764705
Let's TAP,Wii,Misc,Sega,PROPE,7.0,0.17,0.08,0.01,0.06,0.02,2009-06-16,0.47058823529411764,0.058823529411764705,0.3529411764705882,0.11764705882352941
Cubivore: Survival of the Fittest,GC,Adventure,Atlus,Saru Brunei / Intelligent Systems,7.1,0.17,0.01,0.15,0.0,0.0,2002-11-05,0.058823529411764705,0.8823529411764705,0.0,0.0
The Cursed Crusade,PS3,Action,Atlus,Kylotonn Entertainment,4.0,0.17,0.07,0.01,0.07,0.02,2011-10-25,0.411764705882353,0.058823529411764705,0.411764705882353,0.11764705882352941
Lost Kingdoms,GC,Role-Playing,Activision,From Software,7.3,0.17,0.1,0.04,0.02,0.0,2002-05-27,0.5882352941176471,0.23529411764705882,0.11764705882352941,0.0
Zoo Keeper,DS,Puzzle,Ignition Entertainment,"Buddiez, Inc.",7.2,0.17,0.1,0.05,0.01,0.01,2005-01-18,0.5882352941176471,0.29411764705882354,0.058823529411764705,0.058823529411764705
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,Role-Playing,Nintendo,Monolith Soft,7.5,0.16,0.08,0.02,0.05,0.01,2018-09-21,0.5,0.125,0.3125,0.0625
Castlevania Judgment,Wii,Fighting,Konami,Konami / Eighting,4.6,0.16,0.12,0.01,0.02,0.01,2008-11-18,0.75,0.0625,0.125,0.0625
Guilty Gear Judgment,PSP,Fighting,Majesco,Arc System Works,7.5,0.16,0.13,0.02,0.0,0.01,2006-09-05,0.8125,0.125,0.0,0.0625
Custom Robo Arena,DS,Fighting,Nintendo,Noise Inc.,7.4,0.16,0.01,0.12,0.02,0.0,2007-03-19,0.0625,0.75,0.125,0.0
Innocent Life: A Futuristic Harvest Moon,PSP,Simulation,Natsume,ArtePiazza,6.5,0.16,0.08,0.03,0.03,0.02,2007-05-15,0.5,0.1875,0.1875,0.125
Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,8.1,0.16,0.06,0.04,0.05,0.02,2008-04-10,0.375,0.25,0.3125,0.125
Marble Saga: Kororinpa,Wii,Puzzle,Konami,Hudson Soft,7.4,0.16,0.09,0.0,0.05,0.01,2009-03-17,0.5625,0.0,0.3125,0.0625
The King of Fighters XII,PS3,Fighting,Ignition Entertainment,SNK Playmore Corporation,6.0,0.16,0.11,0.03,0.01,0.01,2009-07-28,0.6875,0.1875,0.0625,0.0625
Klonoa,Wii,Platform,Namco Bandai,Paon Corporation,7.6,0.16,0.1,0.03,0.02,0.01,2009-05-05,0.625,0.1875,0.125,0.0625
El Shaddai: Ascension of the Metatron,X360,Action,Ignition Entertainment,Ignition Entertainment,8.0,0.16,0.07,0.03,0.05,0.01,2011-08-16,0.43750000000000006,0.1875,0.3125,0.0625
Gravity Rush Remastered,PS4,Action-Adventure,Sony Computer Entertainment,Bluepoint Games,7.9,0.16,0.02,0.05,0.06,0.02,2016-02-02,0.125,0.3125,0.375,0.125
Naruto Powerful Shippuden,3DS,Action-Adventure,Namco Bandai Games,Namco Bandai Games,8.0,0.16,0.08,0.04,0.02,0.01,2013-03-05,0.5,0.25,0.125,0.0625
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action-Adventure,Konami Digital Entertainment,Mercury Steam,7.2,0.16,0.04,0.03,0.08,0.01,2013-03-05,0.25,0.1875,0.5,0.0625
Clash of the Titans: The Videogame,X360,Action,Namco Bandai,Game Republic,3.8,0.16,0.08,0.0,0.06,0.02,2010-07-27,0.5,0.0,0.375,0.125
Fist of the North Star: Ken's Rage,X360,Action,Tecmo Koei,Tecmo Koei Games,5.4,0.16,0.07,0.06,0.02,0.01,2010-11-02,0.43750000000000006,0.375,0.125,0.0625
Dragon Ball: Origins 2,DS,Action,Namco Bandai,Game Republic,6.9,0.16,0.05,0.08,0.02,0.01,2010-06-22,0.3125,0.5,0.125,0.0625
Konami Krazy Racers,GBA,Racing,Konami,KCEK,7.7,0.16,0.09,0.04,0.03,0.0,2001-06-10,0.5625,0.25,0.1875,0.0
Metroid Prime: Federation Force,3DS,Action,Nintendo,Next Level Games,6.3,0.15,0.08,0.03,0.02,0.01,2016-08-19,0.5333333333333333,0.2,0.13333333333333333,0.06666666666666667
FIFA 06: Road to FIFA World Cup,X360,Sports,EA Sports,EA Canada,6.1,0.15,0.11,0.01,0.02,0.01,2005-11-16,0.7333333333333334,0.06666666666666667,0.13333333333333333,0.06666666666666667
Project Sylpheed: Arc of Deception,X360,Shooter,Microsoft,Game Arts / Seta Corporation,6.7,0.15,0.12,0.02,0.01,0.01,2007-07-10,0.8,0.13333333333333333,0.06666666666666667,0.06666666666666667
Armored Core: For Answer,X360,Simulation,Ubisoft,From Software,6.5,0.15,0.06,0.07,0.01,0.01,2008-09-16,0.4,0.46666666666666673,0.06666666666666667,0.06666666666666667
Space Invaders Extreme,DS,Shooter,Square Enix,Taito Corporation,8.3,0.15,0.12,0.01,0.01,0.01,2008-06-17,0.8,0.06666666666666667,0.06666666666666667,0.06666666666666667
Cave Story 3D,3DS,Platform,NIS America,Nicalis,8.2,0.15,0.09,0.01,0.03,0.01,2011-11-08,0.6,0.06666666666666667,0.2,0.06666666666666667
Gear.Club Unlimited,NS,Racing,Microids,Eden Games,6.1,0.15,0.1,0.01,0.03,0.01,2017-11-21,0.6666666666666667,0.06666666666666667,0.2,0.06666666666666667
Metal Slug 7,DS,Shooter,Ignition Entertainment,SNK Playmore Corporation,6.9,0.14,0.12,0.01,0.0,0.01,2008-11-18,0.857142857142857,0.07142857142857142,0.0,0.07142857142857142
Just Cause,X360,Action,Eidos Interactive,Avalanche Studios,7.3,0.14,0.1,0.01,0.03,0.01,2006-09-27,0.7142857142857143,0.07142857142857142,0.21428571428571425,0.07142857142857142
X-Blades,X360,Action,SouthPeak Interactive,Gaijin Entertainment,6.0,0.14,0.1,0.02,0.02,0.01,2009-02-10,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.07142857142857142
Naruto Shippuden: Kizuna Drive,PSP,Action,Namco Bandai,Bandai Namco Games,7.0,0.14,0.04,0.05,0.03,0.02,2011-03-22,0.2857142857142857,0.35714285714285715,0.21428571428571425,0.14285714285714285
X-Blades,PS3,Action,SouthPeak Interactive,Gaijin Entertainment,5.9,0.14,0.07,0.02,0.03,0.01,2009-02-10,0.5,0.14285714285714285,0.21428571428571425,0.07142857142857142
Rodea the Sky Soldier,WiiU,Action-Adventure,NIS America,Kadokawa Games,7.0,0.14,0.1,0.01,0.02,0.01,2015-11-10,0.7142857142857143,0.07142857142857142,0.14285714285714285,0.07142857142857142
Metal Gear Solid V: Ground Zeroes,X360,Action-Adventure,Konami Digital Entertainment,Kojima Productions,8.3,0.14,0.06,0.01,0.05,0.01,2014-03-18,0.4285714285714285,0.07142857142857142,0.35714285714285715,0.07142857142857142
Victorious Boxers: Revolution,Wii,Fighting,Xseed Games,Cavia Inc.,5.8,0.14,0.07,0.06,0.0,0.01,2007-10-23,0.5,0.4285714285714285,0.0,0.07142857142857142
Secret Agent Clank,PSP,Platform,Sony Computer Entertainment,High Impact Games,7.0,0.14,0.04,0.04,0.04,0.02,2008-06-17,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,Fighting,Bandai,Aki Corporation,8.0,0.14,0.04,0.08,0.01,0.0,2003-06-05,0.2857142857142857,0.5714285714285714,0.07142857142857142,0.0
TRINITY: Souls of Zill O'll,PS3,Role-Playing,Tecmo Koei,Omega Force,5.5,0.14,0.06,0.03,0.03,0.01,2011-02-08,0.4285714285714285,0.21428571428571425,0.21428571428571425,0.07142857142857142
Eat Lead: The Return of Matt Hazard,PS3,Shooter,D3 Publisher,Vicious Cycle,5.3,0.13,0.09,0.0,0.02,0.01,2009-02-26,0.6923076923076923,0.0,0.15384615384615385,0.07692307692307693
BlazBlue: Continuum Shift II,PSP,Fighting,Aksys Games,Arc System Works,7.5,0.13,0.03,0.07,0.02,0.01,2011-05-31,0.23076923076923075,0.5384615384615385,0.15384615384615385,0.07692307692307693
Rumble Roses XX,X360,Fighting,Konami,Yuke's Future Media Creators,6.5,0.13,0.07,0.04,0.01,0.01,2006-03-28,0.5384615384615385,0.3076923076923077,0.07692307692307693,0.07692307692307693
Echo Night,PS,Adventure,Agetec,From Software,6.3,0.12,0.03,0.07,0.02,0.01,1999-07-31,0.25,0.5833333333333334,0.16666666666666669,0.08333333333333334
Tenchu: Shadow Assassins,PSP,Action,Ubisoft,From Software,7.5,0.12,0.03,0.05,0.03,0.01,2009-03-24,0.25,0.4166666666666667,0.25,0.08333333333333334
Lost in Shadow,Wii,Platform,Hudson Soft,Hudson Soft,6.7,0.12,0.09,0.01,0.0,0.01,2011-01-04,0.75,0.08333333333333334,0.0,0.08333333333333334
The Sky Crawlers: Innocent Aces,Wii,Simulation,Xseed Games,Project ACES,7.3,0.12,0.08,0.01,0.02,0.01,2010-01-12,0.6666666666666667,0.08333333333333334,0.16666666666666669,0.08333333333333334
Eat Lead: The Return of Matt Hazard,X360,Shooter,D3 Publisher,Vicious Cycle,5.5,0.12,0.1,0.0,0.01,0.01,2009-02-26,0.8333333333333334,0.0,0.08333333333333334,0.08333333333333334
Undead Knights,PSP,Action,Tecmo,Team Tachyon,6.6,0.12,0.05,0.06,0.01,0.01,2009-09-29,0.4166666666666667,0.5,0.08333333333333334,0.08333333333333334
The King of Fighters XII,X360,Fighting,Ignition Entertainment,SNK Playmore Corporation,6.4,0.11,0.09,0.01,0.0,0.01,2009-07-28,0.8181818181818181,0.09090909090909091,0.0,0.09090909090909091
Prinny: Can I Really Be the Hero?,PSP,Platform,NIS America,Nippon Ichi Software,7.2,0.11,0.04,0.05,0.01,0.01,2009-02-17,0.36363636363636365,0.4545454545454546,0.09090909090909091,0.09090909090909091
BlazBlue: Continuum Shift II,3DS,Fighting,Aksys Games,Arc System Works,6.0,0.11,0.05,0.04,0.02,0.01,2011-05-31,0.4545454545454546,0.36363636363636365,0.18181818181818182,0.09090909090909091
BlazBlue: Calamity Trigger Portable,PSP,Fighting,Aksys Games,Arc System Works,7.9,0.11,0.07,0.03,0.01,0.01,2010-03-09,0.6363636363636365,0.2727272727272727,0.09090909090909091,0.09090909090909091
Calling,Wii,Adventure,Hudson Soft,Hudson Soft,4.8,0.11,0.06,0.0,0.04,0.01,2010-03-09,0.5454545454545454,0.0,0.36363636363636365,0.09090909090909091
Ys VIII: Lacrimosa of Dana,NS,Role-Playing,NIS America,Nihon Falcom Corporation,8.5,0.11,0.03,0.03,0.03,0.01,2018-06-26,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091
Mana Khemia: Student Alliance,PSP,Role-Playing,Nippon Ichi Software,Gust,3.2,0.11,0.06,0.03,0.0,0.01,2009-03-10,0.5454545454545454,0.2727272727272727,0.0,0.09090909090909091
Odama,GC,Misc,Nintendo,VIVARIUM Inc.,6.5,0.11,0.07,0.02,0.02,0.0,2006-04-10,0.6363636363636365,0.18181818181818182,0.18181818181818182,0.0
Carnage Heart,PS,Strategy,Sony Computer Entertainment,ArtDink,7.1,0.11,0.01,0.09,0.01,0.01,1997-01-31,0.09090909090909091,0.8181818181818181,0.09090909090909091,0.09090909090909091
JU-ON: The Grudge,Wii,Adventure,Xseed Games,FeelPlus,4.0,0.1,0.07,0.01,0.01,0.01,2009-10-13,0.7000000000000001,0.09999999999999999,0.09999999999999999,0.09999999999999999
Baten Kaitos Origins,GC,Role-Playing,Nintendo,tri-Crescendo / Monolith Soft,7.5,0.1,0.06,0.02,0.02,0.0,2006-09-25,0.6,0.19999999999999998,0.19999999999999998,0.0
Dead or Alive 5 Last Round,XOne,Fighting,Tecmo Koei,Team Ninja,7.5,0.1,0.05,0.01,0.03,0.01,2015-02-17,0.5,0.09999999999999999,0.3,0.09999999999999999
Steel Battalion,XB,Simulation,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,0.05,0.02,0.02,0.0,2002-11-21,0.5,0.19999999999999998,0.19999999999999998,0.0
Bullet Witch,X360,Shooter,Atari,Cavia Inc.,6.6,0.1,0.07,0.02,0.01,0.01,2007-02-27,0.7000000000000001,0.19999999999999998,0.09999999999999999,0.09999999999999999
Blue Dragon: Awakened Shadow,DS,Role-Playing,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.1,0.06,0.03,0.0,0.0,2010-05-18,0.6,0.3,0.0,0.0
Shadow Tower,PS,Role-Playing,Agetec,From Software,5.7,0.1,0.01,0.07,0.01,0.01,1999-10-31,0.09999999999999999,0.7000000000000001,0.09999999999999999,0.09999999999999999
Opoona,Wii,Role-Playing,KOEI,ArtePiazza,6.4,0.1,0.08,0.01,0.0,0.01,2008-03-25,0.7999999999999999,0.09999999999999999,0.0,0.09999999999999999
Mystic Heroes,GC,Action,KOEI,Koei,6.8,0.09,0.03,0.04,0.01,0.0,2002-09-30,0.3333333333333333,0.4444444444444445,0.11111111111111112,0.0
Space Invaders Extreme,PSP,Shooter,Square Enix,"GULTI co.,ltd.",8.2,0.09,0.06,0.01,0.02,0.01,2008-06-17,0.6666666666666666,0.11111111111111112,0.22222222222222224,0.11111111111111112
Battle Fantasia,X360,Fighting,Aksys Games,Arc System Works,7.0,0.09,0.07,0.01,0.0,0.01,2008-09-16,0.7777777777777779,0.11111111111111112,0.0,0.11111111111111112
